일련번호,차량번호,통과시각,파일경로,CODE,인식타임,경차여부,바닥밝기,유효,선택,숫자번호,번호판영역,촬영정보,번호판밝기,전기차,전기차2,번호판밝기2
,"49러0494","20180902140915494","C:\Img\2018\09\02\140915494S_0494.jpg","01","85",,"48(48)",,"1","490494","(577, 484), W:207, H:67","GigE 631164 / 1/1500S / Gain 70 /FR 52.0",,,,
,"19더6543","20180902142122103","C:\Img\2018\09\02\142122103S_6543.jpg","01","129",,"44(44)",,"1","196543","(527, 402), W:251, H:67","GigE 631164 / 1/1500S / Gain 70 /FR 52.0",,,,
,"64모0120","20180902142511319","C:\Img\2018\09\02\142511319S_0120.jpg","01","64",,"43(43)",,"1","640120","(611, 532), W:259, H:67","GigE 631164 / 1/1500S / Gain 70 /FR 52.0",,,,
,"47버9385","20180902142859758","C:\Img\2018\09\02\142859758S_9385.jpg","01","113",,"45(45)",,"1","479385","(589, 440), W:191, H:65","GigE 631164 / 1/1500S / Gain 70 /FR 52.0",,,,
,"25너0803","20180902145045185","C:\Img\2018\09\02\145045185S_0803.jpg","01","51",,"32(32)",,"1","250803","(599, 506), W:275, H:67","GigE 631164 / 1/1500S / Gain 70 /FR 52.0",,,,
,"30서0660","20180902145109707","C:\Img\2018\09\02\145109707S_0660.jpg","01","55",,"43(43)",,"1","300660","(593, 416), W:259, H:63","GigE 631164 / 1/1000S / Gain 70 /FR 52.0",,,,
,"27서1370","20180902145241058","C:\Img\2018\09\02\145241058S_1370.jpg","01","91",,"42(42)",,"1","271370","(657, 434), W:263, H:69","GigE 631164 / 1/1000S / Gain 70 /FR 52.0",,,,
,"38버8316","20180902150943624","C:\Img\2018\09\02\150943624S_8316.jpg","01","78",,"41(41)",,"1","388316","(579, 412), W:257, H:67","GigE 631164 / 1/1000S / Gain 70 /FR 52.0",,,,
,"55호8732","20180902151802195","C:\Img\2018\09\02\151802195S_8732.jpg","01","95",,"39(39)",,"1","558732","(577, 410), W:259, H:67","GigE 631164 / 1/1000S / Gain 70 /FR 52.0",,,,
,"43너0646","20180902151842205","C:\Img\2018\09\02\151842205S_0646.jpg","01","104",,"68(68)",,"1","430646","(611, 448), W:257, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"41루3975","20180902152539482","C:\Img\2018\09\02\152539482S_3975.jpg","01","53",,"39(39)",,"1","413975","(513, 390), W:261, H:65","GigE 631164 / 1/1000S / Gain 70 /FR 52.0",,,,
,"14고0289","20180902153113702","C:\Img\2018\09\02\153113702S_0289.jpg","01","86",,"66(66)",,"1","140289","(381, 434), W:237, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"61조9813","20180902153502281","C:\Img\2018\09\02\153502281S_9813.jpg","01","68",,"39(39)",,"1","619813","(479, 382), W:259, H:65","GigE 631164 / 1/1000S / Gain 70 /FR 52.0",,,,
,"58모1236","20180902161528664","C:\Img\2018\09\02\161528664S_1236.jpg","01","65",,"63(63)",,"1","581236","(523, 464), W:251, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"36머1238","20180902162235316","C:\Img\2018\09\02\162235316S_1238.jpg","01","75",,"34(34)",,"1","361238","(491, 426), W:251, H:63","GigE 631164 / 1/1000S / Gain 70 /FR 52.0",,,,
,"04소7048","20180902162435076","C:\Img\2018\09\02\162435076S_7048.jpg","01","84",,"55(55)",,"1","047048","(593, 440), W:271, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"09구2133","20180902163221216","C:\Img\2018\09\02\163221216S_2133.jpg","01","102",,"57(57)",,"1","092133","(713, 424), W:271, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"67무3884","20180902163429149","C:\Img\2018\09\02\163429149S_3884.jpg","01","79",,"54(54)",,"1","673884","(599, 456), W:263, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"67서8715","20180902164336131","C:\Img\2018\09\02\164336131S_8715.jpg","01","63",,"53(53)",,"1","678715","(579, 488), W:271, H:75","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"울산31모4323","20180902165821372","C:\Img\2018\09\02\165821372S_4323.jpg","01","73",,"56(55)",,"1","314323","(554, 515), W:198, H:102","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"69저9541","20180902170353560","C:\Img\2018\09\02\170353560S_9541.jpg","01","67",,"53(53)",,"1","699541","(639, 430), W:267, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"울산32두5523","20180902170721438","C:\Img\2018\09\02\170721438S_5523.jpg","01","82",,"50(50)",,"1","325523","(589, 477), W:181, H:98","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"46오5184","20180902171949017","C:\Img\2018\09\02\171949017S_5184.jpg","01","65",,"45(45)",,"1","465184","(551, 412), W:265, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"54거5159","20180902172758186","C:\Img\2018\09\02\172758186S_5159.jpg","01","84",,"45(44)",,"1","545159","(337, 512), W:257, H:73","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"15하6826","20180902173217113","C:\Img\2018\09\02\173217113S_6826.jpg","01","43",,"43(43)",,"1","156826","(591, 412), W:275, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"55저5837","20180902173223402","C:\Img\2018\09\02\173223402S_5837.jpg","01","67",,"40(40)",,"1","555837","(483, 406), W:253, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"57무5881","20180902173548913","C:\Img\2018\09\02\173548913S_5881.jpg","01","57",,"36(36)",,"1","575881","(541, 486), W:183, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"09조2059","20180902174153473","C:\Img\2018\09\02\174153473S_2059.jpg","01","56",,"19(19)",,"1","092059","(509, 458), W:253, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"47우1787","20180902174341606","C:\Img\2018\09\02\174341606S_1787.jpg","01","60",,"19(19)",,"1","471787","(581, 380), W:271, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"55너0317","20180902175113833","C:\Img\2018\09\02\175113833S_0317.jpg","01","51",,"19(19)",,"1","550317","(433, 398), W:255, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"47가8075","20180902175542452","C:\Img\2018\09\02\175542452S_8075.jpg","01","86",,"18(18)",,"1","478075","(553, 426), W:257, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"24어4838","20180902175553795","C:\Img\2018\09\02\175553795S_4838.jpg","01","49",,"20(20)",,"1","244838","(639, 458), W:203, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"37라1287","20180902175623803","C:\Img\2018\09\02\175623803S_1287.jpg","01","90",,"18(18)",,"1","371287","(741, 398), W:263, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"29라8925","20180902180040847","C:\Img\2018\09\02\180040847S_8925.jpg","01","61",,"19(19)",,"1","298925","(559, 432), W:257, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"86루5811","20180902180354733","C:\Img\2018\09\02\180354733S_5811.jpg","01","71",,"21(21)",,"1","865811","(545, 412), W:259, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"10가0474","20180902180850979","C:\Img\2018\09\02\180850979S_0474.jpg","01","54",,"20(20)",,"1","100474","(489, 454), W:259, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"45거9737","20180902182158110","C:\Img\2018\09\02\182158110S_9737.jpg","01","71",,"21(21)",,"1","459737","(515, 434), W:265, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"18누5226","20180902184936251","C:\Img\2018\09\02\184936251S_5226.jpg","01","50",,"23(22)",,"1","185226","(439, 522), W:277, H:77","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"41어2177","20180902185448110","C:\Img\2018\09\02\185448110S_2177.jpg","01","41",,"22(22)",,"1","412177","(535, 418), W:267, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"46수8798","20180902190115259","C:\Img\2018\09\02\190115259S_8798.jpg","01","70",,"34(32)",,"1","468798","(343, 546), W:281, H:83","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"54거5159","20180902190157133","C:\Img\2018\09\02\190157133S_5159.jpg","01","49",,"23(22)",,"1","545159","(385, 502), W:257, H:71","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"25너0803","20180902194959013","C:\Img\2018\09\02\194959013S_0803.jpg","01","41",,"23(23)",,"1","250803","(515, 456), W:263, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"52오0105","20180902202558741","C:\Img\2018\09\02\202558741S_0105.jpg","01","44",,"24(24)",,"1","520105","(513, 422), W:267, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"40노6985","20180902202707230","C:\Img\2018\09\02\202707230S_6985.jpg","01","78",,"24(23)",,"1","406985","(375, 560), W:285, H:81","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"38부4655","20180902210041392","C:\Img\2018\09\02\210041392S_4655.jpg","01","57",,"22(22)",,"1","384655","(517, 426), W:257, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"13보4963","20180902211149963","C:\Img\2018\09\02\211149963S_4963.jpg","01","54",,"23(23)",,"1","134963","(587, 356), W:255, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"78오6977","20180902214045978","C:\Img\2018\09\02\214045978S_6977.jpg","01","36",,"22(22)",,"1","786977","(581, 440), W:269, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"24구2585","20180902215907334","C:\Img\2018\09\02\215907334S_2585.jpg","01","61",,"22(21)",,"1","242585","(471, 486), W:271, H:75","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"41어2177","20180902220159921","C:\Img\2018\09\02\220159921S_2177.jpg","01","41",,"22(22)",,"1","412177","(541, 416), W:267, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"61로5095","20180902221532470","C:\Img\2018\09\02\221532470S_5095.jpg","01","56",,"21(21)",,"1","615095","(593, 467), W:193, H:106","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"88저9462","20180903045254391","C:\Img\2018\09\03\045254391S_9462.jpg","01","47",,"21(21)","3","1","889462","(665, 446), W:199, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"64어5185","20180903064504992","C:\Img\2018\09\03\064504992S_5185.jpg","01","77",,"24(23)","3","1","645185","(471, 486), W:263, H:71","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"33다4241","20180903071128039","C:\Img\2018\09\03\071128039S_4241.jpg","01","51",,"20(20)","3","1","334241","(631, 431), W:187, H:104","GigE 631164 / 1/1500S / Gain 70 /FR 52.0",,,,
,"울산32루7646","20180903072343728","C:\Img\2018\09\03\072343728S_7646.jpg","01","59",,"26(26)","3","1","327646","(639, 419), W:189, H:98","GigE 631164 / 1/1000S / Gain 70 /FR 52.0",,,,
,"42도3671","20180903073158015","C:\Img\2018\09\03\073158015S_3671.jpg","01","88",,"37(36)","3","1","423671","(373, 494), W:239, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"67서8396","20180903073824011","C:\Img\2018\09\03\073824011S_8396.jpg","01","40",,"30(30)","3","1","678396","(495, 392), W:265, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"38버8316","20180903074634803","C:\Img\2018\09\03\074634803S_8316.jpg","01","76",,"31(31)","3","1","388316","(495, 422), W:255, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"59가2506","20180903075017229","C:\Img\2018\09\03\075017229S_2506.jpg","01","59",,"26(26)","3","1","592506","(525, 430), W:253, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"35버7016","20180903075217067","C:\Img\2018\09\03\075217067S_7016.jpg","01","67",,"24(24)","3","1","357016","(683, 446), W:271, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"울산12바5082","20180903080053449","C:\Img\2018\09\03\080053449S_5082.jpg","01","70",,"27(27)","3","1","125082","(592, 446), W:294, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"54서8346","20180903080100416","C:\Img\2018\09\03\080100416S_8346.jpg","01","53",,"26(26)","3","1","548346","(553, 406), W:267, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"17로7696","20180903080642223","C:\Img\2018\09\03\080642223S_7696.jpg","01","48",,"24(24)","3","1","177696","(623, 423), W:209, H:104","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"06고4951","20180903080711142","C:\Img\2018\09\03\080711142S_4951.jpg","01","76",,"24(24)","3","1","064951","(483, 410), W:243, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"24고7431","20180903080722559","C:\Img\2018\09\03\080722559S_7431.jpg","01","62",,"25(25)","3","1","247431","(615, 462), W:265, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"08하1450","20180903080747812","C:\Img\2018\09\03\080747812S_1450.jpg","01","63",,"24(24)","3","1","081450","(613, 412), W:267, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"40무7330","20180903081700533","C:\Img\2018\09\03\081700533S_7330.jpg","01","42",,"22(22)","3","1","407330","(471, 410), W:245, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"60구3027","20180903081807071","C:\Img\2018\09\03\081807071S_3027.jpg","01","89",,"24(24)","3","1","603027","(421, 418), W:243, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"33모1876","20180903082552889","C:\Img\2018\09\03\082552889S_1876.jpg","01","61",,"24(24)","3","1","331876","(571, 406), W:261, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"55머8486","20180903082705632","C:\Img\2018\09\03\082705632S_8486.jpg","01","52",,"24(24)","3","1","558486","(597, 408), W:267, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"울산12바8162","20180903082943466","C:\Img\2018\09\03\082943466S_8162.jpg","01","59",,"23(23)","3","1","128162","(577, 442), W:287, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"11로8155","20180903083342179","C:\Img\2018\09\03\083342179S_8155.jpg","01","51",,"23(23)","3","1","118155","(625, 442), W:261, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"96너4023","20180903083842247","C:\Img\2018\09\03\083842247S_4023.jpg","01","64",,"23(23)","3","1","964023","(675, 382), W:203, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"39두7144","20180903084310929","C:\Img\2018\09\03\084310929S_7144.jpg","01","69",,"24(24)","3","1","397144","(567, 428), W:267, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"울산12바6690","20180903084353124","C:\Img\2018\09\03\084353124S_6690.jpg","01","106",,"26(26)","3","1","126690","(556, 446), W:294, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"54도1606","20180903084659899","C:\Img\2018\09\03\084659899S_1606.jpg","01","105",,"25(25)","3","1","541606","(701, 480), W:273, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"울산12바6415","20180903085318944","C:\Img\2018\09\03\085318944S_6415.jpg","01","73",,"25(25)","3","1","126415","(528, 448), W:284, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"53거2917","20180903085604560","C:\Img\2018\09\03\085604560S_2917.jpg","01","59",,"28(28)","3","1","532917","(523, 412), W:251, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"38부2725","20180903090200808","C:\Img\2018\09\03\090200808S_2725.jpg","01","79",,"34(34)","3","1","382725","(617, 450), W:259, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"울산12바7262","20180903090328844","C:\Img\2018\09\03\090328844S_7262.jpg","01","74",,"33(33)","3","1","127262","(654, 446), W:310, H:71","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"울산12바5238","20180903090336892","C:\Img\2018\09\03\090336892S_5238.jpg","01","81",,"32(32)","3","1","125238","(591, 436), W:281, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"61조9813","20180903090706594","C:\Img\2018\09\03\090706594S_9813.jpg","01","55",,"28(28)","3","1","619813","(473, 378), W:249, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"96두0835","20180903090732826","C:\Img\2018\09\03\090732826S_0835.jpg","01","66",,"29(29)","3","1","960835","(567, 392), W:263, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"79두2797","20180903090945819","C:\Img\2018\09\03\090945819S_2797.jpg","01","63",,"29(29)","3","1","792797","(647, 392), W:255, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"88너7121","20180903091329105","C:\Img\2018\09\03\091329105S_7121.jpg","01","80",,"27(27)","3","1","887121","(653, 398), W:251, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"09서9510","20180903091340725","C:\Img\2018\09\03\091340725S_9510.jpg","01","55",,"25(25)","3","1","099510","(749, 390), W:211, H:107","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"88저3513","20180903091721104","C:\Img\2018\09\03\091721104S_3513.jpg","01","94",,"24(24)","3","1","883513","(565, 378), W:255, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"64라7320","20180903091828089","C:\Img\2018\09\03\091828089S_7320.jpg","01","64",,"25(25)","3","1","647320","(637, 420), W:265, H:71","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"67서8978","20180903092625030","C:\Img\2018\09\03\092625030S_8978.jpg","01","58",,"27(27)","3","1","678978","(537, 462), W:257, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"28호0821","20180903092638317","C:\Img\2018\09\03\092638317S_0821.jpg","01","58",,"26(26)","3","1","280821","(729, 456), W:271, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"63누6719","20180903092843279","C:\Img\2018\09\03\092843279S_6719.jpg","01","76",,"27(27)","3","1","636719","(591, 430), W:263, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"64누4353","20180903093406865","C:\Img\2018\09\03\093406865S_4353.jpg","01","85",,"24(24)","3","1","644353","(743, 444), W:273, H:73","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"미인식","20180903093430794","C:\Img\2018\09\03\093430794S_XXXX.jpg","01","387",,"24(24)","1","1",,,"GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"72도2355","20180903093727977","C:\Img\2018\09\03\093727977S_2355.jpg","01","77",,"26(26)","3","1","722355","(639, 404), W:255, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"19더6543","20180903093856393","C:\Img\2018\09\03\093856393S_6543.jpg","01","90",,"24(24)","3","1","196543","(521, 406), W:251, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"74조9651","20180903093906884","C:\Img\2018\09\03\093906884S_9651.jpg","01","60",,"27(27)","3","1","749651","(711, 408), W:195, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"21다7319","20180903093912166","C:\Img\2018\09\03\093912166S_7319.jpg","01","64",,"24(24)","3","1","217319","(607, 398), W:273, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"61누1734","20180903093918268","C:\Img\2018\09\03\093918268S_1734.jpg","01","78",,"27(27)","3","1","611734","(763, 404), W:267, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"02러8795","20180903093923202","C:\Img\2018\09\03\093923202S_8795.jpg","01","60",,"25(25)","3","1","028795","(653, 404), W:261, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"15머3298","20180903093928110","C:\Img\2018\09\03\093928110S_3298.jpg","01","114",,"27(27)","3","1","153298","(613, 454), W:257, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"10주1735","20180903093933393","C:\Img\2018\09\03\093933393S_1735.jpg","01","79",,"23(23)","3","1","101735","(619, 418), W:271, H:71","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"54모7624","20180903093940029","C:\Img\2018\09\03\093940029S_7624.jpg","01","67",,"24(24)","3","1","547624","(609, 438), W:257, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"03고2862","20180903093947244","C:\Img\2018\09\03\093947244S_2862.jpg","01","59",,"26(26)","3","1","032862","(631, 416), W:263, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"13라4124","20180903094035845","C:\Img\2018\09\03\094035845S_4124.jpg","01","98",,"26(26)","3","1","134124","(629, 418), W:275, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"45우8041","20180903094042430","C:\Img\2018\09\03\094042430S_8041.jpg","01","73",,"25(25)","3","1","458041","(635, 422), W:251, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"41러4394","20180903094100509","C:\Img\2018\09\03\094100509S_4394.jpg","01","48",,"28(28)","3","1","414394","(687, 442), W:261, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"01두0185","20180903094441342","C:\Img\2018\09\03\094441342S_0185.jpg","01","62",,"29(29)","3","1","010185","(715, 410), W:275, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"47조1363","20180903094841847","C:\Img\2018\09\03\094841847S_1363.jpg","01","77",,"31(31)","3","1","471363","(635, 434), W:267, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"95도7650","20180903094933289","C:\Img\2018\09\03\094933289S_7650.jpg","01","68",,"27(27)","3","1","957650","(561, 306), W:271, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"18누8683","20180903095347667","C:\Img\2018\09\03\095347667S_8683.jpg","01","72",,"31(31)","3","1","188683","(701, 440), W:263, H:67","GigE 631164 / 1/1000S / Gain 70 /FR 52.0",,,,
,"47오9187","20180903095404027","C:\Img\2018\09\03\095404027S_9187.jpg","01","68",,"51(51)","3","1","479187","(603, 456), W:261, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"24러8529","20180903095531333","C:\Img\2018\09\03\095531333S_8529.jpg","01","67",,"39(39)","3","1","248529","(543, 384), W:261, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"82버3912","20180903095538821","C:\Img\2018\09\03\095538821S_3912.jpg","01","64",,"28(28)","3","1","823912","(533, 368), W:261, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"82조1427","20180903095546713","C:\Img\2018\09\03\095546713S_1427.jpg","01","73",,"26(26)","3","1","821427","(593, 408), W:203, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"33더6251","20180903095754346","C:\Img\2018\09\03\095754346S_6251.jpg","01","55",,"28(28)","3","1","336251","(757, 437), W:195, H:102","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"64호2236","20180903095838016","C:\Img\2018\09\03\095838016S_2236.jpg","01","64",,"27(27)","3","1","642236","(609, 456), W:269, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"05노8723","20180903100036491","C:\Img\2018\09\03\100036491S_8723.jpg","01","47",,"22(22)","3","1","058723","(791, 318), W:229, H:109","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
