일련번호,차량번호,통과시각,파일경로,CODE,인식타임,경차여부,바닥밝기,유효,선택,숫자번호,번호판영역,촬영정보,번호판밝기,전기차,전기차2,번호판밝기2,영상선택
,"10주7427","20181220150145414","C:\Img\2018\12\20\150145414S_7427.jpg","02","91",,"73(71)",,"1","107427","(283, 276), W:329, H:103","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","205(077/250)",,,"203(077/249)","1"
,"28누3048","20181220150254367","C:\Img\2018\12\20\150254367S_3048.jpg","01","79",,"37(36)",,"1","283048","(465, 508), W:373, H:83","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","181(052/245)",,,"180(052/242)","1"
,"28누3048","20181220150301503","C:\Img\2018\12\20\150301503S_3048.jpg","02","103",,"68(68)",,"1","283048","(179, 530), W:345, H:131","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","178(073/248)",,,"175(071/247)","2"
,"49소5734","20181220150447837","C:\Img\2018\12\20\150447837S_5734.jpg","01","89",,"38(37)",,"1","495734","(591, 546), W:379, H:89","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","191(054/250)",,,"195(054/251)","1"
,"49소5734","20181220150457395","C:\Img\2018\12\20\150457395S_5734.jpg","02","70",,"63(63)",,"1","495734","(353, 372), W:347, H:101","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","201(081/251)",,,"200(081/251)","2"
,"07가1695","20181220150503125","C:\Img\2018\12\20\150503125S_1695.jpg","01","81",,"37(29)",,"1","071695","(349, 515), W:183, H:128","GigE 1393756 / 1/1000S / Gain 70 /FR 52.0","055(037/122)",,,"041(029/085)","1"
,"07가1695","20181220150509847","C:\Img\2018\12\20\150509847S_1695.jpg","02","71",,"71(49)",,"1","071695","(209, 392), W:261, H:139","GigE 1543846 / 1/1500S / Gain 70 /FR 52.0","113(069/240)",,,"082(049/197)","1"
,"27도9495","20181220150823201","C:\Img\2018\12\20\150823201S_9495.jpg","01","65",,"29(28)",,"1","279495","(161, 518), W:231, H:113","GigE 1393756 / 1/1000S / Gain 70 /FR 52.0","065(028/083)",,,"062(027/079)","1"
,"27도9495","20181220150828282","C:\Img\2018\12\20\150828282S_9495.jpg","02","78",,"50(50)",,"1","279495","(225, 348), W:335, H:101","GigE 1543846 / 1/1500S / Gain 70 /FR 52.0","176(062/228)",,,"158(060/202)","2"
,"32우0830","20181220150917175","C:\Img\2018\12\20\150917175S_0830.jpg","01","120",,"28(27)",,"1","320830","(409, 478), W:377, H:85","GigE 1393756 / 1/1000S / Gain 70 /FR 52.0","146(041/196)",,,"138(039/186)","1"
,"32우0830","20181220150923068","C:\Img\2018\12\20\150923068S_0830.jpg","02","125",,"47(47)",,"1","320830","(295, 280), W:349, H:101","GigE 1543846 / 1/1500S / Gain 70 /FR 52.0","188(056/244)",,,"174(057/226)","2"
,"30로6553","20181220151918663","C:\Img\2018\12\20\151918663S_6553.jpg","01","111",,"35(35)",,"1","306553","(465, 592), W:391, H:89","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","157(048/218)",,,"185(057/246)","2"
,"30로6553","20181220151925728","C:\Img\2018\12\20\151925728S_6553.jpg","02","91",,"46(46)",,"1","306553","(397, 360), W:323, H:105","GigE 1543846 / 1/1500S / Gain 70 /FR 52.0","169(061/231)",,,"162(060/222)","2"
,"전북30바5069","20181220152013800","C:\Img\2018\12\20\152013800S_5069.jpg","01","114",,"33(31)",,"1","305069","(412, 578), W:418, H:87","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","160(050/227)",,,"153(048/213)","1"
,"전북30바5069","20181220152018351","C:\Img\2018\12\20\152018351S_5069.jpg","02","114",,"52(52)",,"1","305069","(188, 330), W:348, H:97","GigE 1543846 / 1/1500S / Gain 70 /FR 52.0","178(092/221)",,,"163(102/212)","2"
,"66서5731","20181220152201208","C:\Img\2018\12\20\152201208S_5731.jpg","01","90",,"34(34)",,"1","665731","(409, 582), W:373, H:93","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","192(084/239)",,,"184(078/227)","2"
,"66서5731","20181220152208455","C:\Img\2018\12\20\152208455S_5731.jpg","02","104",,"45(45)",,"1","665731","(233, 374), W:337, H:105","GigE 1543846 / 1/1500S / Gain 70 /FR 52.0","174(058/232)",,,"158(056/210)","2"
,"24라4113","20181220152235349","C:\Img\2018\12\20\152235349S_4113.jpg","01","84",,"36(35)",,"1","244113","(285, 472), W:293, H:109","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","116(039/157)",,,"112(037/152)","1"
,"24라4113","20181220152241292","C:\Img\2018\12\20\152241292S_4113.jpg","02","105",,"47(47)",,"1","244113","(297, 274), W:347, H:95","GigE 1543846 / 1/1500S / Gain 70 /FR 52.0","181(063/227)",,,"167(064/206)","2"
,"43더5787","20181220152424393","C:\Img\2018\12\20\152424393S_5787.jpg","01","146",,"43(43)",,"1","435787","(127, 598), W:297, H:111","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","109(044/142)",,,"128(051/169)","2"
,"43더5787","20181220152428850","C:\Img\2018\12\20\152428850S_5787.jpg","02","176",,"48(48)",,"1","435787","(227, 344), W:325, H:105","GigE 1543846 / 1/1500S / Gain 70 /FR 52.0","165(060/217)",,,"143(056/187)","2"
,"28너4666","20181220152753115","C:\Img\2018\12\20\152753115S_4666.jpg","01","108",,"49(49)",,"1","284666","(293, 594), W:297, H:121","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","155(049/213)",,,"150(047/211)","2"
,"28너4666","20181220152758147","C:\Img\2018\12\20\152758147S_4666.jpg","02","130",,"66(66)",,"1","284666","(323, 642), W:319, H:129","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","147(070/216)",,,"179(087/248)","2"
,"53도1276","20181220153148586","C:\Img\2018\12\20\153148586S_1276.jpg","01","127",,"42(41)",,"1","531276","(327, 484), W:323, H:99","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","186(056/231)",,,"182(056/227)","1"
,"53도1276","20181220153153770","C:\Img\2018\12\20\153153770S_1276.jpg","02","109",,"64(64)",,"1","531276","(245, 296), W:327, H:107","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","198(076/247)",,,"189(078/244)","2"
,"31무1188","20181220153309687","C:\Img\2018\12\20\153309687S_1188.jpg","01","157",,"42(42)","5","1","311188","(23, 556), W:229, H:109","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","093(041/118)",,,"085(039/108)","2"
,"51무1188","20181220153317778","C:\Img\2018\12\20\153317778S_1188.jpg","02","114",,"67(64)",,"1","511188","(241, 696), W:345, H:119","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","176(074/214)",,,"161(071/197)","1"
,"53구7154","20181220153349086","C:\Img\2018\12\20\153349086S_7154.jpg","01","92",,"41(40)",,"1","537154","(277, 474), W:295, H:105","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","153(052/195)",,,"150(051/192)","1"
,"53구7154","20181220153353370","C:\Img\2018\12\20\153353370S_7154.jpg","02","120",,"67(67)",,"1","537154","(225, 248), W:329, H:97","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","195(071/246)",,,"179(070/226)","2"
,"41우1486","20181220153433320","C:\Img\2018\12\20\153433320S_1486.jpg","01","116",,"43(43)",,"1","411486","(313, 580), W:347, H:109","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","186(055/239)",,,"180(055/234)","2"
,"41우1486","20181220153439202","C:\Img\2018\12\20\153439202S_1486.jpg","02","105",,"63(63)",,"1","411486","(397, 352), W:333, H:95","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","201(070/251)",,,"202(070/251)","2"
,"09버9668","20181220153554733","C:\Img\2018\12\20\153554733S_9668.jpg","01","134",,"43(41)",,"1","099668","(365, 522), W:289, H:111","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","142(054/199)",,,"138(052/194)","1"
,"09버9668","20181220153600098","C:\Img\2018\12\20\153600098S_9668.jpg","02","100",,"65(46)",,"1","099668","(247, 384), W:357, H:113","GigE 1543846 / 1/1500S / Gain 70 /FR 52.0","196(080/250)",,,"144(059/192)","1"
,"20저7811","20181220153946595","C:\Img\2018\12\20\153946595S_7811.jpg","01","83",,"42(40)",,"1","207811","(261, 554), W:343, H:83","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","165(063/213)",,,"161(061/204)","1"
,"20저7811","20181220153951994","C:\Img\2018\12\20\153951994S_7811.jpg","02","161",,"46(46)",,"1","207811","(357, 342), W:319, H:103","GigE 1543846 / 1/1500S / Gain 70 /FR 52.0","162(057/213)",,,"150(056/196)","2"
,"59호0163","20181220154009690","C:\Img\2018\12\20\154009690S_0163.jpg","01","98",,"44(44)",,"1","590163","(313, 606), W:323, H:109","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","175(055/226)",,,"163(051/218)","2"
,"59호0163","20181220154017567","C:\Img\2018\12\20\154017567S_0163.jpg","02","88",,"43(43)",,"1","590163","(245, 658), W:341, H:127","GigE 1543846 / 1/1500S / Gain 70 /FR 52.0","133(076/185)",,,"132(076/179)","2"
,"68노6866","20181220154026825","C:\Img\2018\12\20\154026825S_6866.jpg","01","138",,"43(42)",,"1","686866","(215, 440), W:263, H:107","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","126(044/168)",,,"124(043/166)","1"
,"68노6866","20181220154034015","C:\Img\2018\12\20\154034015S_6866.jpg","02","147",,"62(62)",,"1","686866","(487, 262), W:309, H:97","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","156(048/208)",,,"191(059/249)","2"
,"41서1163","20181220154233556","C:\Img\2018\12\20\154233556S_1163.jpg","01","68",,"42(40)",,"1","411163","(267, 502), W:275, H:107","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","139(045/181)",,,"134(043/174)","1"
,"41서1163","20181220154239442","C:\Img\2018\12\20\154239442S_1163.jpg","02","72",,"61(61)",,"1","411163","(469, 390), W:339, H:95","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","208(070/251)",,,"208(071/251)","2"
,"07거1445","20181220154309940","C:\Img\2018\12\20\154309940S_1445.jpg","01","83",,"41(39)",,"1","071445","(275, 512), W:273, H:105","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","131(040/174)",,,"125(039/168)","1"
,"07거1445","20181220154316684","C:\Img\2018\12\20\154316684S_1445.jpg","02","106",,"59(45)",,"1","071445","(519, 356), W:327, H:97","GigE 1543846 / 1/1500S / Gain 70 /FR 52.0","203(066/250)",,,"163(055/205)","1"
,"25호2257","20181220154714817","C:\Img\2018\12\20\154714817S_2257.jpg","01","119",,"42(40)",,"1","252257","(53, 544), W:221, H:109","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","074(034/098)",,,"068(032/088)","1"
,"25호2257","20181220154719279","C:\Img\2018\12\20\154719279S_2257.jpg","02","102",,"47(47)",,"1","252257","(319, 396), W:323, H:107","GigE 1543846 / 1/1500S / Gain 70 /FR 52.0","182(062/237)",,,"164(061/213)","2"
,"43어6188","20181220154729410","C:\Img\2018\12\20\154729410S_6188.jpg","01","78",,"42(40)",,"1","436188","(63, 484), W:209, H:107","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","071(033/098)",,,"065(031/089)","1"
,"43어6188","20181220154735202","C:\Img\2018\12\20\154735202S_6188.jpg","02","296",,"44(44)",,"1","436188","(245, 552), W:343, H:117","GigE 1543846 / 1/1500S / Gain 70 /FR 52.0","142(047/211)",,,"130(045/189)","2"
,"41주6534","20181220154853093","C:\Img\2018\12\20\154853093S_6534.jpg","01","84",,"41(41)",,"1","416534","(579, 620), W:375, H:105","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","206(061/251)",,,"205(062/251)","2"
,"41주6534","20181220154859216","C:\Img\2018\12\20\154859216S_6534.jpg","02","115",,"60(60)",,"1","416534","(249, 268), W:327, H:103","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","138(052/181)",,,"182(067/237)","2"
,"37부2881","20181220155707982","C:\Img\2018\12\20\155707982S_2881.jpg","01","188",,"44(36)",,"1","372881","(305, 498), W:259, H:99","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","127(044/167)",,,"100(036/134)","1"
,"37부2881","20181220155713466","C:\Img\2018\12\20\155713466S_2881.jpg","02","116",,"76(67)",,"1","372881","(243, 362), W:295, H:125","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","182(063/241)",,,"169(062/226)","1"
,"13마6022","20181220160010901","C:\Img\2018\12\20\160010901S_6022.jpg","01","142",,"39(39)",,"1","136022","(289, 548), W:343, H:101","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","153(046/198)",,,"169(051/218)","2"
,"13마6022","20181220160017137","C:\Img\2018\12\20\160017137S_6022.jpg","02","122",,"58(58)",,"1","136022","(453, 306), W:245, H:91","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","193(069/247)",,,"189(069/243)","2"
,"39노8893","20181220160555728","C:\Img\2018\12\20\160555728S_8893.jpg","01","98",,"42(41)",,"1","398893","(349, 370), W:327, H:87","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","172(054/225)",,,"169(054/220)","1"
,"39노8893","20181220160602770","C:\Img\2018\12\20\160602770S_8893.jpg","02","78",,"57(57)",,"1","398893","(437, 262), W:339, H:93","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","198(065/251)",,,"197(065/250)","2"
,"57가9536","20181220160607166","C:\Img\2018\12\20\160607166S_9536.jpg","01","156",,"40(38)",,"1","579536","(141, 478), W:217, H:109","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","097(043/123)",,,"090(041/108)","1"
,"57가9536","20181220160620900","C:\Img\2018\12\20\160620900S_9536.jpg","02","163",,"58(58)",,"1","579536","(467, 226), W:219, H:87","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","203(074/247)",,,"195(072/239)","2"
,"46노5101","20181220160909767","C:\Img\2018\12\20\160909767S_5101.jpg","01","91",,"40(39)",,"1","465101","(177, 472), W:223, H:111","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","100(039/133)",,,"093(037/123)","1"
,"46노5101","20181220160914874","C:\Img\2018\12\20\160914874S_5101.jpg","02","53",,"57(57)",,"1","465101","(305, 490), W:337, H:101","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","204(074/251)",,,"204(072/251)","2"
,"35노3168","20181220161656484","C:\Img\2018\12\20\161656484S_3168.jpg","01","122",,"39(38)",,"1","353168","(55, 458), W:225, H:105","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","073(029/095)",,,"069(029/088)","1"
,"35노3168","20181220161702731","C:\Img\2018\12\20\161702731S_3168.jpg","02","238",,"55(41)",,"1","353168","(231, 278), W:361, H:113","GigE 1543846 / 1/1500S / Gain 70 /FR 52.0","189(056/248)",,,"127(042/167)","1"
,"63노5535","20181220162405568","C:\Img\2018\12\20\162405568S_5535.jpg","01","136",,"41(40)",,"1","635535","(195, 518), W:159, H:101","GigE 1393756 / 1/500S / Gain 70 /FR 52.0",,,,,"1"
,"63노5535","20181220162410502","C:\Img\2018\12\20\162410502S_5535.jpg","02","85",,"59(59)",,"1","635535","(387, 630), W:249, H:99","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","161(059/201)",,,"204(075/248)","2"
,"04더0137","20181220162717619","C:\Img\2018\12\20\162717619S_0137.jpg","01","115",,"37(36)",,"1","040137","(223, 470), W:275, H:105","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","115(042/149)",,,"110(042/144)","1"
,"04더0137","20181220162722964","C:\Img\2018\12\20\162722964S_0137.jpg","02","77",,"57(57)",,"1","040137","(219, 236), W:267, H:105","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","161(056/210)",,,"133(051/171)","2"
,"69머2448","20181220162907886","C:\Img\2018\12\20\162907886S_2448.jpg","01","70",,"39(38)",,"1","692448","(363, 514), W:329, H:97","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","177(053/232)",,,"171(052/227)","1"
,"69머2448","20181220162912321","C:\Img\2018\12\20\162912321S_2448.jpg","02","137",,"81(81)",,"1","692448","(233, 230), W:267, H:101","GigE 1543846 / 1/700S / Gain 70 /FR 52.0","168(062/224)",,,"184(074/241)","2"
,"30거9899","20181220163420589","C:\Img\2018\12\20\163420589S_9899.jpg","01","89",,"38(37)",,"1","309899","(261, 496), W:283, H:105","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","123(046/165)",,,"121(047/162)","1"
,"30거9899","20181220163425857","C:\Img\2018\12\20\163425857S_9899.jpg","02","108",,"75(75)",,"1","309899","(121, 554), W:277, H:115","GigE 1543846 / 1/700S / Gain 70 /FR 52.0","202(070/249)",,,"199(069/248)","2"
,"14도7855","20181220163534795","C:\Img\2018\12\20\163534795S_7855.jpg","01","76",,"38(37)",,"1","147855","(579, 522), W:389, H:83","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","188(063/251)",,,"191(062/251)","1"
,"14도7855","20181220163540062","C:\Img\2018\12\20\163540062S_7855.jpg","02","121",,"78(78)",,"1","147855","(231, 260), W:273, H:107","GigE 1543846 / 1/700S / Gain 70 /FR 52.0","188(071/249)",,,"182(069/248)","2"
,"39버6596","20181220163630934","C:\Img\2018\12\20\163630934S_6596.jpg","01","137",,"37(31)",,"1","396596","(103, 500), W:233, H:105","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","077(031/104)",,,"058(025/077)","1"
,"39버6596","20181220163636288","C:\Img\2018\12\20\163636288S_6596.jpg","02","99",,"74(74)",,"1","396596","(165, 382), W:335, H:117","GigE 1543846 / 1/700S / Gain 70 /FR 52.0","183(060/250)",,,"180(058/249)","2"
,"57로9368","20181220163739131","C:\Img\2018\12\20\163739131S_9368.jpg","01","72",,"33(32)",,"1","579368","(603, 508), W:409, H:87","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","188(063/251)",,,"189(061/251)","1"
,"57로9368","20181220163744183","C:\Img\2018\12\20\163744183S_9368.jpg","02","133",,"75(75)",,"1","579368","(235, 316), W:331, H:101","GigE 1543846 / 1/700S / Gain 70 /FR 52.0","196(077/250)",,,"192(075/249)","2"
,"전북30바5644","20181220164010356","C:\Img\2018\12\20\164010356S_5644.jpg","01","112",,"31(23)",,"1","305644","(452, 556), W:400, H:101","GigE 1393756 / 1/1000S / Gain 70 /FR 52.0","146(050/206)",,,"096(036/134)","1"
,"전북30바5644","20181220164015798","C:\Img\2018\12\20\164015798S_5644.jpg","02","161",,"91(90)",,"1","305644","(388, 358), W:366, H:99","GigE 1543846 / 1/700S / Gain 70 /FR 52.0","230(150/251)",,,"220(135/251)","1"
,"19가0203","20181220164238029","C:\Img\2018\12\20\164238029S_0203.jpg","01","77",,"33(33)",,"1","190203","(355, 584), W:325, H:109","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","111(036/144)",,,"150(045/195)","2"
,"19가0203","20181220164244878","C:\Img\2018\12\20\164244878S_0203.jpg","02","91",,"58(58)",,"1","190203","(117, 366), W:339, H:105","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","207(079/251)",,,"172(061/219)","3"
,"32우1975","20181220164442169","C:\Img\2018\12\20\164442169S_1975.jpg","01","99",,"33(32)",,"1","321975","(97, 512), W:253, H:105","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","067(029/085)",,,"059(028/076)","1"
,"32우1975","20181220164446017","C:\Img\2018\12\20\164446017S_1975.jpg","02","53",,"56(56)",,"1","321975","(395, 226), W:321, H:91","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","195(066/245)",,,"175(064/219)","2"
,"08가0300","20181220164604181","C:\Img\2018\12\20\164604181S_0300.jpg","01","62",,"33(32)",,"1","080300","(389, 522), W:313, H:99","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","143(046/185)",,,"130(043/170)","1"
,"08가0300","20181220164610274","C:\Img\2018\12\20\164610274S_0300.jpg","02","69",,"57(57)",,"1","080300","(263, 366), W:331, H:105","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","198(070/250)",,,"194(070/247)","2"
,"13모8371","20181220164626203","C:\Img\2018\12\20\164626203S_8371.jpg","01","122",,"39(39)",,"1","138371","(43, 520), W:219, H:107","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","064(029/082)",,,"070(033/090)","2"
,"13모8371","20181220164632684","C:\Img\2018\12\20\164632684S_8371.jpg","02","67",,"57(57)",,"1","138371","(289, 328), W:321, H:103","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","194(073/249)",,,"190(071/246)","2"
,"34버5695","20181220164643221","C:\Img\2018\12\20\164643221S_5695.jpg","01","88",,"36(35)",,"1","345695","(315, 490), W:331, H:95","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","159(043/211)",,,"152(042/203)","1"
,"34버5695","20181220164649279","C:\Img\2018\12\20\164649279S_5695.jpg","02","79",,"55(55)",,"1","345695","(117, 218), W:287, H:103","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","123(045/166)",,,"109(044/145)","2"
,"52루1404","20181220164748495","C:\Img\2018\12\20\164748495S_1404.jpg","01","153",,"38(37)",,"1","521404","(183, 554), W:251, H:115","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","088(038/124)",,,"077(034/109)","1"
,"52루1404","20181220164753309","C:\Img\2018\12\20\164753309S_1404.jpg","02","88",,"74(74)",,"1","521404","(331, 242), W:329, H:101","GigE 1543846 / 1/700S / Gain 70 /FR 52.0","176(060/231)",,,"195(072/250)","2"
,"08노2559","20181220165048017","C:\Img\2018\12\20\165048017S_2559.jpg","01","87",,"37(36)",,"1","082559","(543, 531), W:257, H:134","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","104(050/238)",,,"100(048/230)","1"
,"08노2559","20181220165053327","C:\Img\2018\12\20\165053327S_2559.jpg","02","59",,"74(74)",,"1","082559","(333, 323), W:241, H:118","GigE 1543846 / 1/700S / Gain 70 /FR 52.0","124(069/245)",,,"120(065/243)","2"
,"13누0999","20181220165112089","C:\Img\2018\12\20\165112089S_0999.jpg","01","89",,"37(36)",,"1","130999","(415, 554), W:361, H:97","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","194(053/242)",,,"191(053/239)","1"
,"13누0999","20181220165118169","C:\Img\2018\12\20\165118169S_0999.jpg","02","92",,"72(72)",,"1","130999","(519, 230), W:317, H:91","GigE 1543846 / 1/700S / Gain 70 /FR 52.0","208(072/251)",,,"208(072/251)","2"
,"52부7008","20181220165621687","C:\Img\2018\12\20\165621687S_7008.jpg","01","78",,"36(36)",,"1","527008","(75, 436), W:249, H:101","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","091(043/117)",,,"086(044/112)","2"
,"59누7008","20181220165626679","C:\Img\2018\12\20\165626679S_7008.jpg","02","85",,"68(51)",,"1","597008","(635, 232), W:303, H:97","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","203(072/251)",,,"192(060/248)","1"
,"50버5569","20181220165631930","C:\Img\2018\12\20\165631930S_5569.jpg","01","85",,"37(37)",,"1","505569","(159, 534), W:249, H:113","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","090(037/124)",,,"087(036/119)","2"
,"50버5569","20181220165638695","C:\Img\2018\12\20\165638695S_5569.jpg","02","54",,"52(52)",,"1","505569","(393, 364), W:341, H:91","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","194(067/250)",,,"193(068/250)","2"
